id	Path	Artist	Title	Material	Dimensions	Signature/Inscriptions	Provenance	Source	Accession Number(s)	Name	Description	Artist Sort	Keywords	Height	Width	Foreground R	Foreground B	Foreground G	H	S	V	x	y
WA1937.75	WA1937.75.jpg	Thomas Churchyard (1798 - 1865)	Landscape with Haystack	oil on oak panel	15 x 25 cm			Bequeathed by Mrs W.F.R. Weldon, 1937	WA1937.75			Churchyard, Thomas 1798 - 1865	no person, water, painting, art, wear, dirty, texture, landscape, retro, geology, illustration, travel, outdoors, color, paper, rock, abstract, desktop, daylight, pattern	15.0	25	151.0	161.0	143.0	93.0	0.11	0.63	6.889452102353108	-0.09985575836026889
WA1937.76	WA1937.76.jpg	Philip Connard (1875 - 1958)	Still Life with Crockery	oil on canvas	35.6 x 45.8 cm	Signed: <em>Connard</em>		Bequeathed by Mrs W.F.R. Weldon, 1937	WA1937.76		According to the artist, the date of the painting 'might be some time in the 1920s, perhaps the earlier part.'	Connard, Philip 1875 - 1958	no person, tableware, ceramic, kitchenware, porcelain, container, empty, utensil, bowl, cup, ceramic, food, table, drink, jug, dishware, flatware, pot, cooking, desktop	35.6	45.8	172.0	161.0	145.0	35.0	0.16	0.67	17.58101533008371	-0.19292483772870067
WA1937.77	WA1937.77.jpg	Stanislas-Victor-Edouard L&eacute;pine (1835 - 1892)	The Seine at La Garenne Saint-Denis	oil on canvas	38 x 55 cm	Signed: <em>S. Lepine</em>		Bequeathed by Mrs W.F.R. Weldon, 1937	WA1937.77	Schmit 1993, no. 396	L&eacute;pine's tranquil river views derive from the example of Corot. Like Corot, he painted mostly in the studio using studies made in the open air. This view of a turning on the river Seine at La Garenne was painted by him on several occasions. The factory chimneys which had become a feature of the rivers in the vicinity of Paris by the 1870s appear often in his art.	LÚpine, Stanislas-Victor-Edouard 1835 - 1892	tree, river, water, no person, landscape, riverbank, outdoors, reflection, nature, lake, calamity, flood, environment, cropland, vehicle, daylight, travel, fog, wood, dawn	38.0	55	206.0	193.0	155.0	44.0	0.25	0.81	8.806913303153749	2.7411294065455327
WA1937.78	WA1937.78.jpg	William Etty (1787 - 1849)	Nude Woman reclining	oil on millboard	37 x 55 cm			Bequeathed by Mrs W.F.R. Weldon, 1937	WA1937.78			Etty, William 1787 - 1849	nude, people, adult, one, reclining, woman, girl, shirtless, barefoot, portrait, nude, art, wet, water, boy, man, body, rock, pain, healthcare	37.0	55	176.0	150.0	127.0	28.0	0.28	0.69	-1.1331091608679702	-12.035123769443215
WA1937.79	WA1937.79.jpg	Jean-Louis Forain (1852 - 1931)	Scene in the Wings of a Theatre	oil on canvas	74 x 60 cm		William Marchant(?)	Bequeathed by Mrs W.F.R. Weldon, 1937	WA1937.79		Forain's interest in themes from the ballet was formed through his friendship with Degas. His ballet pictures mostly date from between the late 1870s and 1900. He was a successful caricaturist and illustrator and he often introduced an illustrative or satirical note into his work. The scene probably takes place between the acts. An 'abonn&eacute;' in top hat lurks in the background.	Forain, Jean-Louis 1852 - 1931	no person, people, invertebrate, one, water, tube, painting, adult, fish, cave, group, art, mammal, religion, two, bird, river, sculpture, baroque, baby	74.0	60	149.0	122.0	113.0	15.0	0.24	0.58	-2.609952184515291	-20.354814964304357
WA1937.81	WA1937.81.jpg	attributed to Sir John Everett Millais (1829 - 1896)	Portrait of a young Girl	oil on canvas	36 x 31 cm			Bequeathed by Mrs W.F.R. Weldon, 1937	WA1937.81		Until recently, the attribution to Millais was accepted without question and the sitter identified as Mary Millais, the artist's daughter. Both artist and sitter are now doubtful, though no convincing alternatives have been proposed.	Millais, Sir John Everett , attributed to 1829 - 1896	people, one, portrait, painting, adult, wear, reclining, bed, baby, facial expression, cover, art, child, print, furniture, family, boy, seat, girl, book	36.0	31	176.0	153.0	120.0	35.0	0.32	0.69	10.559480675321534	3.3567548985376696
WA1937.82.1	WA1937.82.1.jpg	Richard Arthur Crosthwaite Murry (1902 - 1984)	Mrs W.F.R. Weldon	oil on canvas	89 x 76 cm	Signed and dated: <em>R. Murry 28</em>		Bequeathed by Mrs W.F.R. Weldon, 1937	WA1937.82.1		In 1928 Florence Weldon commissioned Murry to paint her portrait, which he prepared in an oil-sketch (see A929). The light in the finished portrait is sharper and sometimes merciless, the posture of the right hand tenser and the whole appearance is more representional. Behind her is part of the collection of paintings she gave to the Ashmolean. In the sketch were paintings by Tonks (A439), Steer (A467) and Corot (A393). In the definitive version the Corot was replaced with a painting by Bonington (A421).	Murry, Richard Arthur Crosthwaite 1902 - 1984	people, one, adult, wear, portrait, coat, man, outerwear, lid, painting, elderly, jacket, leader, seat, art, fur coat, veil, writer, religion, print	89.0	76	172.0	161.0	133.0	43.0	0.23	0.67	-3.3374815897073344	-7.91341584959042
WA1937.82.2	WA1937.82.2.jpg	William Etty (1787 - 1849)	Venus, Cupid and Psyche	oil on canvas	33 x 23 cm			Bequeathed by Mrs W.F.R. Weldon, 1937	WA1937.82.2	Farr 1958, no. 101	One of many paintings on the theme of Venus by Etty.	Etty, William 1787 - 1849	art, painting, Renaissance, sculpture, nude, religion, saint, people, baroque, god, adult, baby, reclining, allegory, no person, woman, statue, two, fountain, Mary	33.0	23	158.0	136.0	95.0	39.0	0.4	0.62	1.0660207753307112	10.622466429712372
WA1937.82.3	WA1937.82.3.jpg	Arthur B. Devis (1711 - 1787)	Portrait of a Man	oil	dimensions unknown			Bequeathed by Mrs W.F.R. Weldon, 1937	WA1937.82.3		Missing since August 1965.	Devis, Arthur B. 1711 - 1787	art, abstract, wallpaper, dark, background, light, design, pattern, no person, vector, square, luxury, monochrome, illustration, desktop, metallic, empty, texture, old, moon			0.0	0.0	0.0	0.0	0.0	0.0	10.77547384424925	13.787735371540094
WA1938.125	WA1938.125.jpg	copy after Agnolo Bronzino (1503 - 1572)	Eleanora of Toledo with a View of Florence behind	oil on panel	104.2 x 85.2 cm		C.J. Longman	Bequeathed by Mrs H.A. Longman, 1938	WA1938.125	Lloyd 1977, p. 43; Langedijk 1981, no. 35.8d	A pastiche of the 19th century, this picture is based on a celebrated portrait of Eleanora of Toledo by Bronzino, of which an important version is in the National Gallery of Art, Washington. A520c may derive from an engraving since the figure is in reverse with respect to Bronzino's design. The landscape background has been added and some details of the pose and costume changed.	Bronzino, Agnolo , copy after 1503 - 1572	art, people, one, painting, gown, veil, adult, woman, sword, portrait, religion, wear, print, royalty, sash, cape, illustration, Renaissance, man, dress	104.2	85.2	153.0	140.0	78.0	49.0	0.49	0.6	0.9920170731609099	-26.523283917248936
WA1938.126	WA1938.126.jpg	Master Marradi (active c.1500)	The Virgin and Child with the young St John the Baptist and an Angel	oil on panel	88 cm in diameter	Inscribed: <em>ECCE AGNUS DEI</em>	C.J. Longman	Bequeathed by Mrs H.A. Longman, 1938	WA1938.126	Lloyd 1977, p. 109; Olson 2000, pp. 237-8	The Virgin is depicted as the Madonna of Humility, seated on the ground. Her finger rests on a book open at Luke 1: 28, a reference to the Annunciation, while an angel bears a garland of roses and a lily, references to the purity of the Virgin. The unknown, conservative artist was close to Domenico Ghirlandaio.	Master Marradi active c.1500	baby, illustration, people, art, religion, god, painting, aura, adult, saint, child, boy, one, Mary, woman, birth, peace, man, holy, Renaissance			212.0	180.0	142.0	32.0	0.33	0.83	-15.966214561232686	4.694457837829587
WA1938.1	WA1938.1.jpg	Gianantonio Pellegrini (1675 - 1741)	An Allegory of Dawn	oil on canvas	82 x 70 cm		M. Guggenheim; Mrs F. Perry	Presented by The Art Fund, 1938	WA1938.1	Knox 1995, pp. 205, 250	Formerly attributed to Sebastiano Ricci, A515 is a sketch for the lost ceiling of the Roter Saal at Mannheim Castle (destroyed in 1945), the first of four ceilings Pellegrini designed and painted in 1736-7 for Karl Philipp von der Pfalz. The central oval of the Roter Saal showed Aurora in her chariot with its ribbon-like reins held by four Hours, while the surrounding architectural and figurative elements seem to have followed A515 closely.	Pellegrini, Gianantonio 1675 - 1741	interior, baroque, art, religion, architecture, decoration, church, saint, spirituality, antique, artistic, old, ornate, building, culture, ancient, painting, holy, marble, style	82.0	70	165.0	150.0	123.0	38.0	0.25	0.65	3.43679451365088	4.809922956619386
WA1938.2	WA1938.2.jpg	attributed to Sebastiano Ricci (1659 - 1734 (1676 - 1730)	Mountainous Landscape with Groups of Monks	oil on canvas	51 x 41 cm			Presented in memory of Blanche Rathbone by her children, Major Rathbone and Lady Richmond, 1938	WA1938.2	Muti and de Sarno Prignano 1994, no. R 349	This type of landscape with monks is associated with Alessandro Magnasco; the genre was taken up by Sebastiano Ricci, who worked with his nephew Marco at the court in Florence in 1706-7, with Magnasco and Peruzzini. A516 is one of a group of paintings which have been seen as collaborative works by two or more of these artists. The figures here are close to Sebastiano, while the landscape is in a central Italian rather than Venetian taste.	Ricci, Sebastiano , attributed to 1659 - 1734 (1676 - 1730	people, group, adult, no person, painting, art, mammal, many, landscape, smoke, action, daylight, recreation, water, wear, home, interaction, vehicle, flame, outdoors	51.0	41	181.0	183.0	157.0	64.0	0.14	0.72	-4.356160777671814	10.725617068201252
WA1938.3	WA1938.3.jpg	Thomas Faed (1826 - 1900)	A Peasant Family	oil on panel	30 x 23 cm			Presented by Francis Falconer Madan, 1938	WA1938.3	McKerrow 1982, p. 99	Faed was deeply concerned by the continuing Highland clearances in his native Scotland, which left peasants and crofters unemployed and homeless. This painting probably depicts such a family, without a male breadwinner. Its sketchy quality may indicate that it was a study for a larger work.	Faed, Thomas 1826 - 1900	painting, people, saint, religion, art, woman, god, Renaissance, Mary, baby, adult, virgin, baroque, holy, aura, princess, Madonna, child, cross, book	30.0	23	146.0	151.0	139.0	85.0	0.08	0.59	-5.576340313643168	3.759659257527758
WA1938.4	WA1938.4.jpg	William Smith (active 1815 - 1859)	Philip Bury Duncan	oil on canvas	33 x 28 cm	Inscribed on back: <em>P.B. Duncan Esq. / Wm Smith Pinxt. 1837</em>		Presented by Dr Henry Donner, 1938	WA1938.4		Philip Bury Duncan (1772-1862) was elected a Fellow of New College in 1792 and served as Keeper of the Ashmolean Museum, 1826-1855.	Smith, William active 1815 - 1859	portrait, people, one, adult, man, wear, outerwear, leader, jacket, art, administration, pensive, neckwear, music, facial expression, writer, menswear, profile, retro, woman	33.0	28	183.0	166.0	146.0	32.0	0.2	0.72	9.821477598697058	-26.329184068510898
WA1938.5	WA1938.5.jpg	Flemish Artist (c.1500)	A papal Saint	oil on panel	76 x 31 cm			Presented by Mrs Thomas Wood, 1938	WA1938.5	White 1999, p. 181	This saint was formerly identified as Gregory the Great, one of the four Fathers of the Church. He wears a Papal tiara but there are no attributes which would identify him with certainty. This painting, together with A519, must have formed side panels from an altar-piece.They might have been painted by the unidentified artist who painted a composition said to represent the marriage of Henry VI, now in the Museum of Art in Toledo, Ohio. The painting in Toledo has been dated between 1470 and 1500.	Anonymous, Flemish Artist c.1500	religion, art, people, painting, wear, one, traditional, decoration, gold, spirituality, gown, culture, veil, adult, pattern, man, ancient, god, print, old	76.0	31	161.0	132.0	85.0	37.0	0.47	0.63	0.8322195024839227	6.451060686620317
WA1938.64	WA1938.64.jpg	Thomas Churchyard (1798 - 1865)	Beach Scene	oil on board, mounted as a drawing	14.1 x 22 cm			Presented by Victor Rienaecker, 1938	WA1938.64			Churchyard, Thomas 1798 - 1865	no person, water, outdoors, daylight, sand, action, travel, beach, seashore, recreation, surf, bird, one, people, motion, vehicle, mammal, weather, calamity, landscape	14.1	22	155.0	140.0	115.0	37.0	0.26	0.61	6.716793114033203	3.662176269463802
WA1938.6	WA1938.6.jpg	Flemish Artist (c.1500)	Balthazar, the African Magus	oil on panel	76 x 31 cm			Presented by Mrs Thomas Wood, 1938	WA1938.6	White 1999, p. 181	Balthazar, one of the three kings who came to Bethlehem to pay homage to the infant Christ, is traditionally supposed to have come from Africa. He is shown here carrying a vessel containing his gift of myrrh. This painting, together with A520, must have formed side panels from an altar-piece.They might have been painted by the unidentified artist who painted a composition said to represent the marriage of Henry VI, now in the Museum of Art in Toledo, Ohio. The painting in Toledo has been dated between 1470 and 1500.	Anonymous, Flemish Artist c.1500	people, adult, art, woman, religion, wear, man, painting, one, veil, traditional, old, portrait, god, Gothic, two, antique, ancient, saint, retro	76.0	31	169.0	141.0	82.0	40.0	0.51	0.66	-3.8151547747832106	-16.533423774051478
WA1938.84	WA1938.84.jpg	Thomas Churchyard (1798 - 1865)	A Fisherman's Hut by the Sea	oil on board, mounted as a drawing	14 x 21.5 cm			Presented by Dr (later Sir) Karl Theodore Parker, 1938	WA1938.84		The attribution is retained in spite of the feeble draughtsmanship.	Churchyard, Thomas 1798 - 1865	no person, vehicle, water, transportation system, desert, calamity, house, landscape, travel, outdoors, war, military, art, vintage, river, abandoned, print, home, painting, combat	14.0	21.5	155.0	141.0	113.0	39.0	0.27	0.61	6.517479396901104	3.176374869530734
WA1938.85	WA1938.85.jpg	attributed to Thomas Alexander Ferguson Graham (1840 - 1906)	Two Women seated on Deck	oil on canvas, mounted as a drawing	35 x 30 cm			Presented by Dr (later Sir) Karl Theodore Parker, 1938	WA1938.85		The subject of two women on the deck of a ship leaving home is reminiscent of Ford Madox Brown's <i>The Last of England</i>of 1852-4 (Birmingham City Art Gallery). The attribution to Graham is tentative.	Graham, Thomas Alexander Ferguson , attributed to 1840 - 1906	painting, people, adult, art, woman, wear, two, print, one, portrait, affection, dress, illustration, baroque, Renaissance, man, girl, bonnet, reclining, veil	35.0	30	154.0	153.0	120.0	58.0	0.22	0.6	-2.8749476472265365	3.5047860554927004
WA1939.16	WA1939.16.jpg	copy after Titian (c. ?1485/90 - 1576)	A Shepherd and a Nymph	oil on canvas	81 x 90 cm			Bequeathed by Miss Mabel Price, 1939	WA1939.16	Wethey 1975, under no. 36	A522 is an accurate copy of the group on the left of Titian's painting known as <i>The Three Ages of Man</i>in the collection of the Duke of Sutherland which may date from <i>c.</i>1512-13. The original painting left Venice at a relatively early date: in 1568 Vasari described a similar picture owned by a collector in Faenza. A522 could have been made after the original or an early copy, such as that in the Doria collection.	Titian, copy after c. ?1485/90 - 1576	people, two, adult, woman, portrait, offspring, baby, group, wear, affection, man, interaction, boy, child, three, actress, facial expression, family, art, music	81.0	90	0.0	0.0	0.0	0.0	0.0	0.0	4.0243871904054505	0.12538202294977063
WA1939.18.1	WA1939.18.1.jpg	John White Abbott (1764 - 1851)	Landscape: Houses at the Edge of a Wood	oil on canvas	61 x 81 cm	Signed in monogram and dated: <em>1835</em>		Presented by the executors of Miss Mabel Price in accordance with her wishes, 1939	WA1939.18.1		Abbott was the most distinctive follower of Francis Towne and like him, exhibited mostly watercolours. Apart from a few views of his native Exeter, his oil paintings are rarely of identified sites and most include picturesque cottages and staffage.	Abbott, John White 1764 - 1851	painting, no person, art, water, landscape, tree, light, rock, travel, cave, mountain, river, illustration, color, environment, people, nature, scenic, outdoors, sea	61.0	81	136.0	144.0	122.0	81.0	0.15	0.56	-13.34963561294648	-11.153980979252527
WA1939.50	WA1939.50.jpg	Northern European Artist (c.1620/30)	Truth presenting a Mirror to the Vanities of the World	oil on canvas	104 x 84 cm		private collection, Berlin; J. Block; N.S. Trivas	Purchased with the assistance of The Art Fund, 1939	WA1939.50	Gaskell 1984, pp. 558-9; Nicolson and Vertova 1990, p. 128	One of the traditional personifications of Truth is a female figure with scales and a mirror. The mirror may be set with precious stones, but here the stones are in Truth's headband and earrings. The subject was popular in the 1620s and 1630s with Northern followers of Caravaggio. Some scholars consider A653 to be French, <i>c.</i>1630.	Anonymous, Northern European Artist c.1620/30	people, adult, one, book, woman, religion, painting, indoors, portrait, child, art, wear, two, man, furniture, gown, room, book, veil, seat	104.0	84	182.0	172.0	105.0	52.0	0.42	0.71	6.004483765104982	-27.385916145782527
WA1939.51	WA1939.51.jpg	Copy after Giovanni Francesco Barbieri, called Guercino (1591 - 1666)	The Vision of St Jerome	oil on canvas	44 x 50 cm		Philippe, duc d'Orl&eacute;ans and by descent to 1792; 2nd Baron Northwick; 5th Duke of Newcastle; by descent to 16th Earl of Lincoln; H.M. Calmann	Purchased, 1939	WA1939.51	Loire 1996, p. 245	The saint has a vision of an angel blowing the trumpet of the Last Judgement a popular subject in the 17th century. The original from which A654 was copied, was probably made for Alessandro Ludovisi in 1619-20 and was purchased for Louis XIV in 1685. A654 is a slightly larger but otherwise exact copy, which may have been painted in France.	Guercino, Giovanni Francesco Barbieri, called , Copy after 1591 - 1666	illustration, painting, art, religion, mammal, Renaissance, baroque, cavalry, adult, people, calamity, nymph, veil, god, reclining, saint, group, woman, fish, nude	44.0	50	162.0	129.0	73.0	37.0	0.55	0.64	1.3867321740990808	-22.555047649798205
WA1939.52	WA1939.52.jpg	Charles-Fran&ccedil;ois Daubigny (1817 - 1878)	Landscape with Figures seated on a Bank	oil on canvas	63 x 77 cm	Signed: <em>Daubigny</em>		Presented by Mr and Mrs J.G. Lousada, through The Art Fund, 1939	WA1939.52	Hellebranth 1976, no. 199	The broad, fluent application of paint suggests a date in the late 1870s. The picture is said to represent a site in Valmondois in Val-d'Oise where Daubigny worked regularly from the 1840s to the 1870s.	Daubigny, Charles-Franþois 1817 - 1878	water, no person, underwater, landscape, sea, ocean, nature, travel, environment, turquoise, painting, seascape, color, fish, fair weather, reef, outdoors, tree, desktop, clear	63.0	77	146.0	169.0	149.0	127.0	0.14	0.66	-7.825902261126175	6.166115662332358
WA1939.53	WA1939.53.jpg	William Turner of Oxford (1789-1862)	Woodland Landscape	oil on millboard	22 x 29 cm			Presented by Francis Falconer Madan, 1939	WA1939.53	Titterington and Wilcox 1984-5, no. 30	This freshly painted sketch exploring the effects of strong light on tree trunks against the dark foliage and lowering sky has been dated <i>c.</i>1816-20.	Turner of Oxford, William 1789-1862	tree, landscape, water, no person, nature, fog, outdoors, wood, river, lake, mist, travel, reflection, scenic, environment, sky, park, mountain, leaf, light	22.0	29	147.0	156.0	161.0	201.0	0.09	0.63	-13.347476356001913	-8.181404504079968
WA1939.54	WA1939.54.jpg	Richard Dadd (1817 - 1886)	Cupid and Psyche	oil on panel, mounted as a drawing	16.2 x 12.5 cm			Presented by F.R. Meatyard, 1939	WA1939.54	Allderidge 1974, no. 180	Dadd's work after his confinement to Bethlem Hospital in 1844 shows little stylistic development and there is no agreement on the date of this panel. The small scale (Dadd probably trained as a miniature painter) and obsessive details are characteristic. In the background, the marble relief is apparently intended to represent Alexander and Bucephalus.	Dadd, Richard 1817 - 1886	art, nude, Renaissance, painting, illustration, adult, allegory, saint, cupid, sculpture, man, one, ancient, baroque, god, facial hair, kneeling, people, veil, aura	16.2	12.5	191.0	184.0	148.0	50.0	0.23	0.75	15.477113891608859	-0.3574987238709135
WA1939.56	WA1939.56.jpg	Carlo Innocenzo Carlone (1686 - 1775)	The Triumph of Wisdom, or Learning	Oil on paper, mounted as a drawing	43.2 x 32.5 cm			Purchased, 1939	WA1939.56	Parker 1956, no. 981; Kr&uuml;ckmann 1990, no. 21	Minerva, goddess of wisdom, is accompanied by a winged genius with a palm (signifying victory or peace) and a wreath or crown. Possibly dating from <i>c.</i>1760, when Carlone was working in northern Lombardy, this rapidly painted sketch has not been connected with any known ceiling. The design would have been suitable for the ceiling of a library. An oil-sketch of <i>Aurora attended by putti</i>of similar dimensions and style was on the art market in 1987.	Carlone, Carlo Innocenzo 1686 - 1775	art, desktop, illustration, science, painting, isolated, old, image, isolated, symbol, ball-shaped, no person, sea, decoration, planet, ancient, ocean, biology, art, design	43.2	32.5	215.0	215.0	207.0	60.0	0.04	0.84	-16.01604366991428	4.636529509838695
WA1940.109	WA1940.109.jpg	Carlo Maratta (1625 - 1713)	The Visitation	Oil on paper, mounted as a drawing	30.5 x 19.9 cm		Ercole Lelli; R. Udney; Sir Thomas Lawrence; Samuel Woodburn	Purchased, 1940	WA1940.109	Parker 1956, no. 900; Macandrew 1980, p. 302	After the Annunciation, Mary visits her cousin Elizabeth who will soon give birth to John the Baptist (Luke 1: 36-56). This is a preparatory oil-sketch for a composition which first appears in an etching by Maratta and then, with some changes, in his painting of <i>c.</i>1656 in S. Maria della Pace, Rome.	Maratta, Carlo 1625 - 1713	people, art, adult, painting, religion, one, man, Renaissance, woman, print, gown, veil, wear, saint, two, cape, Mary, facial hair, illustration, group	30.5	19.9	150.0	126.0	97.0	32.0	0.35	0.59	-3.6687445271932306	-17.457767795603214
WA1940.1.12	WA1940.1.12.jpg	Camille Pissarro (1830 - 1903)	Brick Kiln at &Eacute;ragny	oil on canvas	38 x 46 cm	Signed and dated: <em>C. Pissarro 1885</em>		Bequeathed by Frank Hindley Smith, 1939	WA1940.1.12	Pissarro and Venturi 1939, no. 661; Thorold and Erickson 1993, no. 11	Pissarro moved from Pontoise to &Eacute;ragny-sur-Epte in 1884 and remained there for the rest of his life. The village was smaller and less modernised than Pontoise. The brick kiln, owned by M. Delafolie, could be seen from the Pissarro's home. It had almost fallen into disuse. The water pump stands forlorn in the foreground and the buildings in the background are overgrown. The short brush-strokes anticipate Pissarro's interest in Pointillism.	Pissarro, Camille 1830 - 1903	no person, landscape, grass, tree, travel, outdoors, agriculture, nature, farm, sunset, wood, countryside, house, mammal, dawn, sky, hut, fall, scenic, hill	38.0	46	166.0	149.0	128.0	33.0	0.23	0.65	12.614069017508948	0.6599825119399303
WA1940.1.13	WA1940.1.13.jpg	Jean-Baptiste-Camille Corot (1796-1875)	M. Bison	oil on canvas	32 x 25 cm	Signed: <em>C. Corot</em>	James Staats Forbes	Bequeathed by Frank Hindley Smith, 1939	WA1940.1.13	Robaut 1905, no. 1055	This portrait forms a pair with A632. According to the early sources, they represent 'Monsieur Bison' and his wife painted in 1852. It has been plausibly suggested that this is a portrait of Louis-Auguste Bisson, a photographer known to the artist, although other candidates have been proposed.	Corot, Jean-Baptiste-Camille 1796-1875	people, portrait, facial hair, one, man, adult, art, mustache, leader, scientist, print, wear, painting, engraving, writer, military, music, administration, soldier, old	32.0	25	151.0	121.0	86.0	32.0	0.43	0.59	-12.274695470975887	-9.25019775116003
WA1940.1.14	WA1940.1.14.jpg	Jean-Baptiste-Camille Corot (1796-1875)	Mme Bison	oil on canvas	32 x 25 cm	Signed: <em>Corot</em>	James Staats Forbes	Bequeathed by Frank Hindley Smith, 1939	WA1940.1.14	Robaut 1905, no. 1056	This portrait forms a pair with A631. According to the early sources, they represent 'Monsieur Bison' and his wife painted in 1852. In common with several of Corot's sitters, Mme Bison has a modest air and is painted with a soft touch.	Corot, Jean-Baptiste-Camille 1796-1875	people, one, adult, portrait, painting, music, man, wear, art, woman, veil, scientist, facial hair, religion, musician, science, side view, jewelry, singer, print	32.0	25	190.0	165.0	160.0	10.0	0.16	0.75	8.425491227286864	-29.485598386851727
WA1940.1.15	WA1940.1.15.jpg	Eug&egrave;ne Louis Boudin (1824-1898)	The Estuary	oil on panel	21 x 48 cm	Signed: <em>E. Boudin</em>		Bequeathed by Frank Hindley Smith, 1939	WA1940.1.15	Schmit 1973, no. 1378	Boudin strongly advocated the practice of painting out of doors. He advised the young Monet to work in the open air. The bright colour and atmospheric effects of compositions like this, painted on the north coast of France, link these little pictures to the work of the Impressionists.	Boudin, EugÞne Louis 1824-1898	water, watercraft, vehicle, fisherman, transportation system, rowboat, river, boat, sea, canoe, reflection, lake, travel, seashore, two, ocean, people, oar, calamity, no person	21.0	48	147.0	151.0	156.0	213.0	0.06	0.61	8.521669291063802	-0.2749798867413608
WA1940.1.22	WA1940.1.22.jpg	Louis-Gustave Ricard (1823 - 1873)	Portrait of a young Girl	oil on canvas	45 x 35 cm			Bequeathed by Frank Hindley Smith, 1939	WA1940.1.22		The restricted colours of russet and black and the antique costume look back to Venetian 16th-century art although the technique is generally smoother. Head studies of this kind are not uncommon in Ricard's art and indicate an interest in the art of 16th-century Florence and Venice.	Ricard, Louis-Gustave 1823 - 1873	portrait, people, art, one, adult, woman, retro, wear, fashion, vintage, girl, model, antique, music, jewelry, dress, hair, wig, print, classic	45.0	35	203.0	181.0	134.0	40.0	0.34	0.8	9.62362566135121	-23.824671244250496
WA1940.1.23	WA1940.1.23.jpg	Henri de Toulouse-Lautrec (1864 - 1901)	La toilette (Celle qui se peigne)	oil on board	58 x 46 cm	Signed and dated: <em>T-Lautrec 1891</em>		Bequeathed by Frank Hindley Smith, 1939	WA1940.1.23		The artist painted several variations of this theme in 1891. The style and subject recall similar works by Degas. Although executed in oil, the absorbent card gives the surface a dry, pastel-like appearance.	Toulouse-Lautrec, Henri de 1864 - 1901	art, painting, religion, saint, illustration, no person, Renaissance, god, wear, cross, holy, spirituality, baroque, old, ancient, religious, people, print, antique, Mary	58.0	46	181.0	167.0	160.0	20.0	0.12	0.71	16.65669370149449	-0.3802917963546373
WA1940.1.24	WA1940.1.24.jpg	Jean-Baptiste-Camille Corot (1796-1875)	Le Petit Chaville, near Ville-d'Avray	oil on canvas	24.8 x 34 cm	Stamped: <em>VENTE COROT</em>	Gustave Tempelaere	Bequeathed by Frank Hindley Smith, 1939	WA1940.1.24	Robaut 1905, no. 16; Tinterow et al. 1996, no. 3	Dating from about 1823, this is one of the artist's earliest surviving works, painted out-of-doors in the village of Chaville near Ville d'Avray where Corot's parents had bought a house in 1817. The neat touches of paint, light colour and carefully structured view owe something to the example of Corot's master, Jean-Victor Bertin.	Corot, Jean-Baptiste-Camille 1796-1875	tree, no person, outdoors, landscape, water, nature, travel, river, daylight, sky, park, wood, grass, scenic, home, old, art, summer, weather, house	24.8	34	186.0	186.0	168.0	60.0	0.1	0.73	-8.38773563005445	-1.7970485089606945
WA1940.1.25	WA1940.1.25.jpg	Pierre-Auguste Renoir (1841 - 1919)	Nude Figure of a Girl	oil on canvas	32 x 40 cm	Signed: <em>Renoir</em>		Bequeathed by Frank Hindley Smith, 1939	WA1940.1.25		Probably dating from the 1880s when Renoir painted several variations on the traditional theme of the nude model.	Renoir, Pierre-Auguste 1841 - 1919	art, water, nude, painting, ocean, sea, beach, child, baby, seashore, pastel, illustration, girl, splash, color, adult, wet, beautiful, sun, people	32.0	40	179.0	174.0	148.0	50.0	0.17	0.7	17.18837237677448	-0.32078260344323745
WA1940.1.27	WA1940.1.27.jpg	Antoine Chintreuil (1814 - 1873)	Landscape: Morning Mist	oil on canvas	26 x 31 cm	Signed: <em>Chintreuil</em>		Bequeathed by Frank Hindley Smith, 1939	WA1940.1.27		In 1857 Chintreuil settled at La Tournelle-Septeuil, near Mantes, and remained there until 1873. This small work is difficult to date but it probably belongs to this period when he painted a number of pictures of mist and autumnal effects.	Chintreuil, Antoine 1814 - 1873	landscape, art, no person, vintage, wear, painting, retro, water, tree, hill, print, cropland, river, mountain, illustration, old, fog, people, canvas, paper	26.0	31	227.0	219.0	144.0	54.0	0.37	0.89	9.263984315204059	-4.110127963096449
WA1940.1.28	WA1940.1.28.jpg	British Artist (c.1830)	Landscape with a River Valley	oil on panel	39 x 52 cm			Bequeathed by Frank Hindley Smith, 1939	WA1940.1.28		This rather crude sketch has been attributed to Constable and to Frederick Richard Lee (1798-1879), but is by a lesser artist who knew Constable's work.	Anonymous, British Artist c.1830	landscape, painting, no person, water, art, river, mountain, hill, tree, illustration, scenic, outdoors, travel, rock, print, lake, seashore, nature, daylight, environment	39.0	52	161.0	165.0	130.0	66.0	0.21	0.65	7.778371633606149	-2.1112622095361897
